address,county,region,house_area_m2,rooms,maintenance_fee,sold_price,sold_date,price_change_perc,price_per_m2,housing_type,other_usable_area
Birkagatan 20,Göteborgs kommun,Örgryte,79.0,3.5,3845.0,5200000.0,27 april 2022,19.0,65823.0,Lägenhet,
Sandlidsvägen 9B,Göteborgs kommun,Hisings Backa - Skogome,109.0,4.0,,4885000.0,27 april 2022,0.0,,Radhus,65.0
Rambergsvägen 25B,Göteborgs kommun,Centrala Hisingen,36.0,2.0,2260.0,2000000.0,27 april 2022,6.0,55556.0,Lägenhet,
Norra Lysevägen 85,Göteborgs kommun,Torslanda - Amhult,83.7,3.0,4459.0,4550000.0,27 april 2022,,54361.0,Lägenhet,
Brattåskärrsvägen 201,Göteborgs kommun,Björkekärr,102.0,3.0,5631.0,5400000.0,27 april 2022,8.0,52941.0,Lägenhet,
Rappedalsvägen 55J,Göteborgs kommun,Angered,107.5,4.5,7170.0,2165000.0,27 april 2022,31.0,20140.0,Lägenhet,
Ebbe Lieberathsgatan 16B,Göteborgs kommun,Södra Centrum,45.5,2.0,2491.0,2950000.0,27 april 2022,6.0,64835.0,Lägenhet,
Lemansgatan 6,Göteborgs kommun,Johanneberg,62.0,2.0,3862.0,3850000.0,27 april 2022,10.0,62097.0,Lägenhet,
Vassdalsvägen 14A,Göteborgs kommun,Brännö,90.0,4.0,4180.0,4700000.0,27 april 2022,-3.0,52222.0,Lägenhet,
Gjutegården 19,Göteborgs kommun,Askim,107.0,4.0,,6710000.0,27 april 2022,8.0,,Radhus,13.0
Marklandsgatan 43,Göteborgs kommun,Högsbo,54.0,2.0,3376.0,2160000.0,27 april 2022,8.0,40000.0,Lägenhet,
Onyxgatan 4 lägenhet 2-1304,Göteborgs kommun,Frölunda,61.0,3.0,3700.0,2620000.0,27 april 2022,0.0,42951.0,Lägenhet,
Runslingan 91,Göteborgs kommun,Torslanda,112.0,5.0,,4450000.0,27 april 2022,0.0,,Radhus,0
Fjärde Långgatan 8,Göteborgs kommun,Linné,66.0,2.0,4270.0,4000000.0,27 april 2022,4.0,60606.0,Lägenhet,
Prilyckegatan 349,Göteborgs kommun,Hisings Kärra,103.5,4.0,7139.0,3340000.0,27 april 2022,12.0,32271.0,Radhus,0
Kabelgatan 18,Göteborgs kommun,Majorna,54.0,2.0,4036.0,3125000.0,27 april 2022,9.0,57870.0,Lägenhet,
Kennedygatan 14B,Göteborgs kommun,Kungsladugård,80.0,3.0,4214.0,5300000.0,27 april 2022,1.0,66250.0,Lägenhet,
Kamomillvägen 25,Göteborgs kommun,Hildedal,62.0,2.0,4095.0,2800000.0,27 april 2022,0.0,45161.0,Lägenhet,
Kobergsgatan 14,Göteborgs kommun,Strömmensberg,40.5,2.0,2890.0,2520000.0,27 april 2022,12.0,62222.0,Lägenhet,
Prilyckegatan 211,Göteborgs kommun,Hisings Kärra,117.5,5.0,7389.0,4600000.0,27 april 2022,19.0,39149.0,Radhus,6.0
Smörgatan 102,Göteborgs kommun,Kallebäck,78.7,3.0,4003.0,4000000.0,27 april 2022,,50826.0,Lägenhet,
Kärravinkeln 8,Göteborgs kommun,Hisings Kärra,104.0,4.0,,4300000.0,27 april 2022,8.0,,Villa,4.0
Spaldingsgatan 1,Göteborgs kommun,Johanneberg,69.0,3.0,3932.0,4100000.0,27 april 2022,,59420.0,Lägenhet,
Olshammarsgatan 14,Göteborgs kommun,Hisings Backa,91.0,4.0,5246.0,2215000.0,27 april 2022,6.0,24341.0,Lägenhet,
Anemongången 114,Göteborgs kommun,Delsjön,,,,2050000.0,27 april 2022,22.0,,Fritidshus,0
Gustavsplatsen 1N,Göteborgs kommun,Bagaregården,39.4,1.0,2966.0,2365000.0,27 april 2022,10.0,60025.0,Lägenhet,
A-området Stuga A 31,Göteborgs kommun,Askim - Hult,,,,890000.0,27 april 2022,-6.0,,Fritidshus,0
Eklandagatan 38,Göteborgs kommun,Johanneberg,32.0,1.0,1519.0,2630000.0,27 april 2022,12.0,82188.0,Lägenhet,
Ekskogsliden 6,Göteborgs kommun,Gunnilse,187.0,6.0,,5900000.0,27 april 2022,7.0,,Villa,44.0
Bohusgatan 16B,Göteborgs kommun,Centrum - Heden,41.5,1.5,2480.0,3070000.0,27 april 2022,19.0,73976.0,Lägenhet,
Miragatan 1,Göteborgs kommun,Sannegårdshamnen,65.0,2.0,4180.0,3300000.0,27 april 2022,-6.0,50769.0,Lägenhet,
Kastellgatan 14,Göteborgs kommun,Linnéstaden,82.0,3.0,3223.0,7550000.0,27 april 2022,9.0,92073.0,Lägenhet,
Nedre Fogelbergsgatan 3 B,Göteborgs kommun,Vasastaden,75.0,3.0,2886.0,6160000.0,27 april 2022,18.0,82133.0,Lägenhet,
Kastellgatan 23,Göteborgs kommun,Linnéstaden,79.0,3.0,4688.0,6765000.0,27 april 2022,6.0,85633.0,Lägenhet,
Arvid Lindmansgatan 19D,Göteborgs kommun,Tolered,63.0,3.0,3736.0,2520000.0,27 april 2022,5.0,40000.0,Lägenhet,
Övre Hallegatan 42,Göteborgs kommun,Centrala Hisingen,58.2,2.0,3968.0,2300000.0,26 april 2022,0.0,39519.0,Lägenhet,
Saffransgatan 2A,Göteborgs kommun,Angered - Gårdsten,92.1,3.0,5152.0,1560000.0,26 april 2022,-5.0,16938.0,Lägenhet,
Toremossegatan 14,Göteborgs kommun,Tolered,81.0,5.0,,4950000.0,26 april 2022,1.0,,Villa,55.0
Antenngatan 29 D,Göteborgs kommun,Järnbrott,51.5,2.0,4164.0,1910000.0,26 april 2022,1.0,37087.0,Lägenhet,
Lilleby Ås 9,Göteborgs kommun,Torslanda - Lilleby,74.2,3.0,5688.0,3120000.0,26 april 2022,6.0,42049.0,Lägenhet,
Räntmästaregatan 23B,Göteborgs kommun,Lunden,51.0,2.0,3302.0,3190000.0,26 april 2022,7.0,62549.0,Lägenhet,
Slättadammsgatan 7D,Göteborgs kommun,Slätta Damm,58.2,2.0,4760.0,1795000.0,26 april 2022,6.0,30842.0,Lägenhet,
Nordhemsgatan 54A,Göteborgs kommun,Linné,53.5,2.0,3486.0,4775000.0,26 april 2022,12.0,89252.0,Lägenhet,
Gyllenkrooksgatan 13,Göteborgs kommun,Johanneberg,37.0,2.0,2160.0,2975000.0,26 april 2022,11.0,80405.0,Lägenhet,
Volrat Thamsgatan 7B,Göteborgs kommun,Johanneberg,37.5,1.5,2311.0,2975000.0,26 april 2022,19.0,79333.0,Lägenhet,
Gärdsåsgatan 61A,Göteborgs kommun,Göteborg,88.0,4.0,,4500000.0,26 april 2022,13.0,,Villa,28.0
Styrfarten 2D,Göteborgs kommun,Eriksberg,85.0,3.0,2810.0,4700000.0,26 april 2022,12.0,55294.0,Lägenhet,
Rödlönnsgången 26,Göteborgs kommun,Centrala Hisingen,77.0,3.0,3793.0,3900000.0,26 april 2022,,50649.0,Lägenhet,
Lönnrunan 61,Göteborgs kommun,Torslanda - Centralt,98.0,4.0,,4675000.0,26 april 2022,,,Radhus,0
Vadstenagatan 48,Göteborgs kommun,Centrala Hisingen,113.0,7.0,,5220000.0,26 april 2022,5.0,,Radhus,73.0
Soldathemsgatan 28,Göteborgs kommun,Kviberg,46.0,2.0,3112.0,2350000.0,26 april 2022,2.0,51087.0,Lägenhet,
Ordonnansgatan 3,Göteborgs kommun,Kviberg,89.0,4.0,4392.0,4700000.0,26 april 2022,18.0,52809.0,Lägenhet,
Låkebergsgatan 124,Göteborgs kommun,Torslanda-Centralt,89.0,3.0,,4800000.0,26 april 2022,0.0,,Radhus,0
Gibraltargatan 58,Göteborgs kommun,Johanneberg,46.0,1.0,2319.0,2900000.0,26 april 2022,12.0,63043.0,Lägenhet,
Munkebäcksgatan 47A,Göteborgs kommun,Kålltorp,46.7,2.0,3158.0,3100000.0,26 april 2022,,66381.0,Lägenhet,
Hamnefjällsvägen 12,Göteborgs kommun,Torslanda - Sävviken,,,,3800000.0,26 april 2022,-11.0,,Fritidshus,0
Borstbindaregatan 1,Göteborgs kommun,Centrala Hisingen,57.0,2.0,3457.0,3125000.0,26 april 2022,4.0,54825.0,Lägenhet,
Mölndalsvägen 89D,Göteborgs kommun,Almedal - Centrum,55.0,2.0,3251.0,3700000.0,26 april 2022,6.0,67273.0,Lägenhet,
Dalheimersgatan 5A,Göteborgs kommun,Norra Guldheden,72.0,3.0,5440.0,4900000.0,26 april 2022,21.0,68056.0,Lägenhet,
Anders Personsgatan 11,Göteborgs kommun,Nya Gårda,80.0,3.0,4927.0,4600000.0,26 april 2022,8.0,57500.0,Lägenhet,
Famngatan 8 lägenhet 2253-1310,Göteborgs kommun,Högsbo,29.0,1.0,1598.0,1650000.0,26 april 2022,0.0,56897.0,Lägenhet,
Svängrumsgatan 79,Göteborgs kommun,Flatås,65.0,2.0,3521.0,2950000.0,26 april 2022,0.0,45385.0,Lägenhet,
Turkosgatan 22,Göteborgs kommun,Tynnered,84.5,4.0,5416.0,2310000.0,26 april 2022,16.0,27337.0,Lägenhet,
Hakefjordsgatan 200,Göteborgs kommun,Jättesten,126.0,6.0,4558.0,4600000.0,26 april 2022,,36508.0,Lägenhet,
Räntmästaregatan 28C,Göteborgs kommun,Lunden,51.0,2.0,3828.0,3160000.0,26 april 2022,,61961.0,Lägenhet,
Lanternavägen 14B,Göteborgs kommun,Torslanda - Hjuvik,325.0,,,27025000.0,26 april 2022,,,Villa,75.0
Risåsgatan 5,Göteborgs kommun,Linnéstaden,57.0,2.0,2784.0,4700000.0,26 april 2022,12.0,82456.0,Lägenhet,
Ebbe Lieberathsgatan 14A,Göteborgs kommun,Johanneberg - Almedal,35.0,1.0,2215.0,2475000.0,25 april 2022,,70714.0,Lägenhet,
Verktumsgatan 8,Göteborgs kommun,Flatås,76.0,3.0,3779.0,2710000.0,25 april 2022,11.0,35658.0,Lägenhet,
Ostgatan 12,Göteborgs kommun,Kallebäck,34.0,1.0,2852.0,1875000.0,25 april 2022,11.0,55147.0,Lägenhet,
Glöstorps röseväg 8,Göteborgs kommun,Tuve,54.0,2.0,3113.0,2215000.0,25 april 2022,1.0,41019.0,Lägenhet,
Fatabursvägen 10,Göteborgs kommun,Torslanda - Låssby,61.0,2.0,3253.0,3100000.0,25 april 2022,4.0,50820.0,Lägenhet,
Storkgatan 6K,Göteborgs kommun,Bagaregården,54.7,2.0,2814.0,3300000.0,25 april 2022,,60329.0,Lägenhet,
Aprikosgatan 39,Göteborgs kommun,Fiskebäck,167.0,6.0,,7665000.0,25 april 2022,,,Villa,0
Norra gubberogatan 5,Göteborgs kommun,Olskroken,56.0,2.0,3040.0,3125000.0,25 april 2022,8.0,55804.0,Lägenhet,
Bångegatan 2B,Göteborgs kommun,Gamlestaden,43.0,2.0,3279.0,2200000.0,25 april 2022,11.0,51163.0,Lägenhet,
Andra Långgatan 28,Göteborgs kommun,Göteborg,56.0,2.0,2561.0,3500000.0,25 april 2022,6.0,62500.0,Lägenhet,
Prilyckegatan 65,Göteborgs kommun,Hisings Kärra,75.5,3.0,4321.0,1900000.0,25 april 2022,0.0,25166.0,Lägenhet,
Andra Långgatan 34,Göteborgs kommun,Linnéstaden,70.0,3.0,3468.0,4060000.0,25 april 2022,8.0,58000.0,Lägenhet,
Litteraturgatan 210,Göteborgs kommun,Hisings Backa,79.0,3.0,4709.0,3200000.0,25 april 2022,0.0,40506.0,Lägenhet,
Skytteskogsgatan 28,Göteborgs kommun,Kungsladugård,50.0,2.0,4029.0,3000000.0,25 april 2022,12.0,60000.0,Lägenhet,
Lillatorpsgatan 3B,Göteborgs kommun,Örgryte Torp,51.0,1.5,2350.0,2900000.0,25 april 2022,14.0,56863.0,Lägenhet,
Sanatoriegatan 13C,Göteborgs kommun,Kålltorp,62.0,2.0,3850.0,4180000.0,25 april 2022,,67419.0,Lägenhet,
Norra Fjädermolnsgatan 23,Göteborgs kommun,Länsmansgården,93.0,4.0,5176.0,3400000.0,25 april 2022,,36559.0,Lägenhet,
Västergatan 22,Göteborgs kommun,Linné/ Annedal,62.0,2.0,2864.0,4450000.0,25 april 2022,12.0,71774.0,Lägenhet,
Bratteråsbacken 33,Göteborgs kommun,Eriksberg,94.0,3.0,4523.0,4950000.0,25 april 2022,5.0,52660.0,Lägenhet,
Rödlönnsgången 34,Göteborgs kommun,Centrala Hisingen,90.0,4.0,5009.0,4500000.0,25 april 2022,,50000.0,Lägenhet,
Viktoriagatan 8 B,Göteborgs kommun,Vasastaden,61.0,2.0,2956.0,4800000.0,25 april 2022,14.0,78689.0,Lägenhet,
Mariagatan 25 A,Göteborgs kommun,Kungsladugård,37.0,1.5,1939.0,2800000.0,25 april 2022,24.0,75676.0,Lägenhet,
Sägengatan 37,Göteborgs kommun,Hisings Backa,96.0,4.0,6442.0,2700000.0,24 april 2022,13.0,28125.0,Lägenhet,
Hinsholmsgatan 19,Göteborgs kommun,Långedrag - Hinsholmen,199.0,5.0,,14000000.0,24 april 2022,10.0,,Villa,26.0
Anna Branzells Gata 22,Göteborgs kommun,Kviberg,46.0,2.0,2658.0,2800000.0,24 april 2022,0.0,60870.0,Lägenhet,
Nilssonsberg 25,Göteborgs kommun,Nilssonsberg,102.6,4.0,5573.0,6800000.0,24 april 2022,,66277.0,Lägenhet,
Sparrisgången 98,Göteborgs kommun,Slottskogskolonin,,,,1600000.0,24 april 2022,7.0,,Fritidshus,0
Lydinghielmsgatan 2A,Göteborgs kommun,Munkebäck,64.0,3.0,4179.0,3100000.0,24 april 2022,8.0,48438.0,Lägenhet,
Östra Eriksbergsgatan 84,Göteborgs kommun,Eriksberg,31.0,1.0,1259.0,2700000.0,24 april 2022,13.0,87097.0,Lägenhet,
Volrat Thamsgatan 15,Göteborgs kommun,Johanneberg,24.8,1.0,1888.0,2700000.0,24 april 2022,,108871.0,Lägenhet,
Kapplandsgatan 36,Göteborgs kommun,Högsbo,33.9,1.0,2286.0,2050000.0,23 april 2022,8.0,60472.0,Lägenhet,
Soldathemsgatan 15,Göteborgs kommun,Kviberg,80.0,3.0,4816.0,3750000.0,23 april 2022,9.0,46875.0,Lägenhet,
Jättegrytsgatan 4,Göteborgs kommun,Örgryte Jakobsdal,37.0,1.0,2575.0,2400000.0,23 april 2022,1.0,64865.0,Lägenhet,
Iskällareliden 11A,Göteborgs kommun,Örgryte,54.5,2.0,3375.0,3450000.0,23 april 2022,,63303.0,Lägenhet,
Basungatan 5,Göteborgs kommun,Ruddalen,53.5,2.0,3372.0,2225000.0,23 april 2022,9.0,41589.0,Lägenhet,
Skepparegången 24,Göteborgs kommun,Masthugget,120.0,5.0,6118.0,6480000.0,23 april 2022,0.0,54000.0,Lägenhet,
Virvelvindsgatan 4,Göteborgs kommun,Centrala Hisingen,66.0,3.0,4195.0,2855000.0,23 april 2022,2.0,43258.0,Lägenhet,
Tjuvdalsliden 4,Göteborgs kommun,Näset,,,,11600000.0,23 april 2022,1.0,,Tomt,0
Sörbackens koloniområde 98,Göteborgs kommun,GUNNILSE,,,,670000.0,23 april 2022,0.0,,Fritidshus,0
Plockerotegatan 347,Göteborgs kommun,Backatorp - Hisings Backa,93.3,4.0,5834.0,3375000.0,22 april 2022,0.0,36174.0,Lägenhet,
Skänningegatan 21,Göteborgs kommun,Tolered,235.0,9.0,,8000000.0,22 april 2022,-2.0,,Villa,40.0
Vårmånadsgatan 3 A,Göteborgs kommun,Kortedala,60.5,3.0,3486.0,1700000.0,22 april 2022,0.0,28099.0,Lägenhet,
Bratteråsbacken 35,Göteborgs kommun,Eriksberg,43.0,2.0,3189.0,2800000.0,22 april 2022,4.0,65116.0,Lägenhet,
Övre Olskroksgatan 6,Göteborgs kommun,Olskroken,67.0,2.0,3536.0,3600000.0,22 april 2022,21.0,53731.0,Lägenhet,
Nyhemsgatan 22,Göteborgs kommun,Hisings Backa,188.0,7.0,,6000000.0,22 april 2022,6.0,,Villa,79.0
Ängkärrsgången 6,Göteborgs kommun,Påvelund,28.1,1.0,1283.0,1900000.0,22 april 2022,12.0,67616.0,Lägenhet,
Önneredsvägen 112,Göteborgs kommun,Önnered,89.0,4.0,4650.0,5725000.0,22 april 2022,10.0,64326.0,Lägenhet,
Gibraltargatan 21E,Göteborgs kommun,Johanneberg,26.0,1.0,1411.0,2470000.0,22 april 2022,8.0,95000.0,Lägenhet,
Smörgatan 104,Göteborgs kommun,Kallebäck,90.1,3.0,4967.0,4600000.0,22 april 2022,,51054.0,Lägenhet,
Fyrskeppsvägen 34B,Göteborgs kommun,Torslanda - Hjuvik,150.0,6.0,,14100000.0,22 april 2022,3.0,,Villa,90.0
Sörhallstorget 27,Göteborgs kommun,Eriksberg,64.5,2.0,3381.0,3500000.0,22 april 2022,6.0,54264.0,Lägenhet,
Ostgatan 4,Göteborgs kommun,Kallebäck,44.0,2.0,3489.0,2340000.0,22 april 2022,12.0,53182.0,Lägenhet,
Andra Långgatan 4A,Göteborgs kommun,Linné,56.0,2.0,3283.0,3900000.0,22 april 2022,12.0,69643.0,Lägenhet,
Kallebäcksvägen 11B,Göteborgs kommun,Kallebäck,59.7,2.0,4277.0,2500000.0,22 april 2022,14.0,41876.0,Lägenhet,
Övralidsgatan 27,Göteborgs kommun,Hisings Backa,38.0,1.5,3017.0,1400000.0,22 april 2022,8.0,36842.0,Lägenhet,
Lemansgatan 6,Göteborgs kommun,Johanneberg,69.0,3.0,4139.0,4680000.0,22 april 2022,8.0,67826.0,Lägenhet,
Sösbacken 28,Göteborgs kommun,Billdal - Skintebo,130.0,5.0,,6175000.0,22 april 2022,0.0,,Radhus,10.0
Ekehöjdsgatan 7,Göteborgs kommun,Ekebäck,120.0,6.0,,9400000.0,22 april 2022,11.0,,Villa,45.0
Basungatan 3,Göteborgs kommun,Västra Frölunda,55.0,2.0,3372.0,2320000.0,22 april 2022,16.0,42182.0,Lägenhet,
Långängen 41A,Göteborgs kommun,Göteborg,54.0,2.0,2353.0,2250000.0,22 april 2022,,41667.0,Lägenhet,
Erik Dahlbergsgatan 24B,Göteborgs kommun,Vasastaden,56.0,2.0,2840.0,4300000.0,22 april 2022,12.0,76786.0,Lägenhet,
Sillviks Havskoloni lott nr 151,Göteborgs kommun,Torslanda - Lilleby,,,,1800000.0,22 april 2022,6.0,,Fritidshus,0
Blåsutgatan 19,Göteborgs kommun,Majorna,61.0,2.0,3622.0,3000000.0,22 april 2022,13.0,49180.0,Lägenhet,
Rundbäcksgatan 1,Göteborgs kommun,Centrala Hisingen,38.5,1.5,2363.0,2150000.0,22 april 2022,5.0,55844.0,Lägenhet,
Vidblicksgatan 1,Göteborgs kommun,Nedre Johanneberg,91.0,3.0,4344.0,6700000.0,22 april 2022,2.0,73626.0,Lägenhet,
Kryddhyllan 47,Göteborgs kommun,Gårdsten,96.0,4.0,,4220000.0,22 april 2022,,,Villa,8.0
Erik Dahlbergsgatan 12A,Göteborgs kommun,Vasastaden,58.0,2.0,3307.0,4400000.0,22 april 2022,16.0,75862.0,Lägenhet,
Körkarlens gata 8,Göteborgs kommun,Hisings Backa,65.4,2.0,4575.0,1700000.0,22 april 2022,10.0,25994.0,Lägenhet,
Virvelvindsgatan 8,Göteborgs kommun,Centrala Hisingen,75.0,3.0,4195.0,2970000.0,22 april 2022,3.0,39600.0,Lägenhet,
Vildapelsgatan 3 A,Göteborgs kommun,Norra Guldheden,76.0,3.0,4884.0,5040000.0,22 april 2022,13.0,66316.0,Lägenhet,
Vattugatan 4 B,Göteborgs kommun,Gamla Masthugget,68.0,2.0,3846.0,4100000.0,22 april 2022,6.0,60294.0,Lägenhet,
Monsungatan 71,Göteborgs kommun,Eriksberg,60.0,2.0,2842.0,4300000.0,21 april 2022,8.0,71667.0,Lägenhet,
Tornväktaregatan 14D,Göteborgs kommun,Utby,98.0,4.0,,4530000.0,21 april 2022,7.0,,Villa,0
Hamnfyrsvägen 11B,Göteborgs kommun,Torslanda - Hjuvik,171.4,6.0,,9660000.0,21 april 2022,5.0,,Villa,8.4
Marklandsgatan 61,Göteborgs kommun,Högsbo,28.0,1.0,1817.0,1750000.0,21 april 2022,0.0,62500.0,Lägenhet,
Bygatan 13 A,Göteborgs kommun,Tranered,70.0,4.0,,7700000.0,21 april 2022,3.0,,Villa,33.0
Munspelsgatan 20,Göteborgs kommun,Västra Frölunda,51.0,2.0,3413.0,2425000.0,21 april 2022,3.0,47549.0,Lägenhet,
Sjömilsgatan 17,Göteborgs kommun,Flatås,61.5,2.0,3276.0,2385000.0,21 april 2022,9.0,38780.0,Lägenhet,
Olivedalsgatan 16,Göteborgs kommun,Linnéstaden,61.0,2.0,2496.0,4500000.0,21 april 2022,7.0,73770.0,Lägenhet,
Nordhemsgatan 66C,Göteborgs kommun,Linnéstaden,79.0,3.0,4261.0,7025000.0,21 april 2022,18.0,88924.0,Lägenhet,
Monsungatan 100,Göteborgs kommun,Eriksberg,67.0,2.0,3648.0,4295000.0,21 april 2022,0.0,64104.0,Lägenhet,
Mölndalsvägen 37,Göteborgs kommun,Almedal/Johanneberg,65.5,2.0,3134.0,3480000.0,21 april 2022,10.0,53130.0,Lägenhet,
Ättehögsgatan 4H,Göteborgs kommun,Munkebäck,42.0,2.0,2268.0,3160000.0,21 april 2022,17.0,75238.0,Lägenhet,
Arvesgärde 3,Göteborgs kommun,Tuve  Arvesgärde,62.0,2.0,4688.0,1950000.0,21 april 2022,9.0,31452.0,Lägenhet,
Grafiska vägen 4A,Göteborgs kommun,Johanneberg - Almedal,35.0,1.5,2319.0,2480000.0,21 april 2022,3.0,70857.0,Lägenhet,
Plockerotegatan 303,Göteborgs kommun,Backatorp,93.3,4.0,5834.0,2900000.0,21 april 2022,,31083.0,Lägenhet,
Borstbindaregatan 1,Göteborgs kommun,Kvillebäcken,58.5,2.0,3532.0,3070000.0,21 april 2022,6.0,52479.0,Lägenhet,
Nordostpassagen 11,Göteborgs kommun,Linnéstaden,64.4,2.0,2781.0,3550000.0,21 april 2022,2.0,55124.0,Lägenhet,
Fredagstomten 37A,Göteborgs kommun,Påvelund,147.0,6.0,,7600000.0,21 april 2022,1.0,,Villa,38.0
Linnéplatsen 6,Göteborgs kommun,Linné,63.7,2.0,3723.0,5500000.0,21 april 2022,11.0,86342.0,Lägenhet,
Rosensköldsgatan 9,Göteborgs kommun,Johanneberg,29.0,1.0,1800.0,2650000.0,21 april 2022,11.0,91379.0,Lägenhet,
Vädursgatan 3,Göteborgs kommun,Gårda,33.0,1.5,2199.0,2525000.0,21 april 2022,12.0,76515.0,Lägenhet,
Raketgatan 10,Göteborgs kommun,Norra Guldheden,59.0,2.0,4530.0,3400000.0,21 april 2022,8.0,57627.0,Lägenhet,
Ahrenbergsgatan 4B,Göteborgs kommun,Munkebäck,51.0,2.0,3751.0,2355000.0,21 april 2022,18.0,46176.0,Lägenhet,
Friggagatan 5A,Göteborgs kommun,Stampen,83.0,3.0,4024.0,4720000.0,21 april 2022,8.0,56867.0,Lägenhet,
Nordenskiöldsgatan 4,Göteborgs kommun,Linné,71.4,3.0,4564.0,5000000.0,21 april 2022,8.0,70028.0,Lägenhet,
Transistorgatan 33,Göteborgs kommun,Järnbrott,66.0,2.0,3346.0,3500000.0,21 april 2022,25.0,53030.0,Lägenhet,
Ernst Torulfsgatan 7G,Göteborgs kommun,Munkebäck,55.5,2.0,2911.0,2600000.0,21 april 2022,9.0,46847.0,Lägenhet,
Arvesgärde 26,Göteborgs kommun,Tuve,37.5,1.0,3068.0,1450000.0,21 april 2022,-3.0,38667.0,Lägenhet,
Rappedalsvägen 45B,Göteborgs kommun,Angered,82.5,3.0,6119.0,1800000.0,21 april 2022,,21818.0,Lägenhet,
Stenströmsgatan 14C,Göteborgs kommun,Örgryte - Kärralund,92.0,3.0,4031.0,5200000.0,21 april 2022,5.0,56522.0,Lägenhet,
Rundbäcksgatan 6,Göteborgs kommun,Centrala Hisingen,63.0,3.0,3843.0,3220000.0,21 april 2022,-2.0,51111.0,Lägenhet,
Uggledals Byväg 33,Göteborgs kommun,Billdal,7.0,4.0,5723.0,6350000.0,21 april 2022,,55217.0,Lägenhet,
Kungälvsgatan 1A,Göteborgs kommun,Bagaregården,39.0,1.0,2101.0,2660000.0,21 april 2022,18.0,68205.0,Lägenhet,
Kungsladugårdsgatan 72,Göteborgs kommun,Kungsladugård,178.3,7.0,,11000000.0,21 april 2022,,,Radhus,67.9
Grafiska vägen 4A,Göteborgs kommun,Johanneberg - Almedal,33.0,1.0,2088.0,2300000.0,21 april 2022,4.0,69697.0,Lägenhet,
Bäringsvägen 2,Göteborgs kommun,Torslanda - Andalen,89.0,5.0,,7800000.0,21 april 2022,0.0,,Villa,85.0
Erik Dahlbergsgatan 35 B,Göteborgs kommun,Vasastaden,36.0,1.0,2525.0,3250000.0,21 april 2022,23.0,90278.0,Lägenhet,
Doktor Hjorts gata 1B,Göteborgs kommun,Södra Guldheden,64.5,3.0,3926.0,3650000.0,21 april 2022,2.0,56589.0,Lägenhet,
Kortedala torg 6C,Göteborgs kommun,Kortedala,86.0,4.0,5843.0,3150000.0,21 april 2022,0.0,36628.0,Lägenhet,
Stockholmsgatan 40F,Göteborgs kommun,Bagaregården,35.8,1.0,2250.0,2300000.0,21 april 2022,7.0,64246.0,Lägenhet,
Kabelgatan 39B,Göteborgs kommun,Majorna,53.5,2.0,3887.0,3050000.0,21 april 2022,10.0,57009.0,Lägenhet,
Plåtmyntsgatan 17,Göteborgs kommun,Högsbo,55.0,2.0,4349.0,2450000.0,21 april 2022,7.0,44545.0,Lägenhet,
Egnahemsvägen 22C,Göteborgs kommun,Landala Egnahem,37.0,1.0,2405.0,2650000.0,21 april 2022,7.0,71622.0,Lägenhet,
Genuavägen 42,Göteborgs kommun,Torslanda - Skutehagen,79.3,3.0,5740.0,4750000.0,21 april 2022,13.0,59899.0,Radhus,0
Övre Matrosgatan 6 A,Göteborgs kommun,Gamla Masthugget,74.0,2.5,3220.0,5250000.0,21 april 2022,12.0,70946.0,Lägenhet,
Barken Beatrices Gata 22,Göteborgs kommun,Sannegårdshamnen,94.5,3.0,5315.0,5100000.0,21 april 2022,10.0,53968.0,Lägenhet,
Borstbindaregatan 3,Göteborgs kommun,Kvillebäcken,49.0,2.0,3061.0,2650000.0,20 april 2022,0.0,54082.0,Lägenhet,
Rörstrandsgatan 7A,Göteborgs kommun,Brämaregården,73.0,3.0,4309.0,2475000.0,20 april 2022,13.0,33904.0,Lägenhet,
Kärrhöksgatan 9A,Göteborgs kommun,Kålltorp,63.5,3.0,5053.0,3800000.0,20 april 2022,9.0,59843.0,Lägenhet,
Bildradiogatan 4,Göteborgs kommun,Västra Frölunda,17.5,1.0,1370.0,1250000.0,20 april 2022,,71429.0,Lägenhet,
Bergums prästgårdsväg 23,Göteborgs kommun,Olofstorp,107.0,6.0,,4260000.0,20 april 2022,0.0,,Villa,100.0
Räntmästaregatan 28A,Göteborgs kommun,Lunden,51.0,2.0,3472.0,2650000.0,20 april 2022,6.0,51961.0,Lägenhet,
Fruktträdsgatan 9,Göteborgs kommun,Hildedal,71.0,3.0,3816.0,4200000.0,20 april 2022,0.0,59155.0,Lägenhet,
Liljeforsgatan 34,Göteborgs kommun,Johanneberg,60.5,2.0,4903.0,2700000.0,20 april 2022,20.0,44628.0,Lägenhet,
Längdhopparegången 7,Göteborgs kommun,Biskopsgården,127.0,5.0,6959.0,3000000.0,20 april 2022,4.0,23622.0,Lägenhet,
Källsprångsgatan 5,Göteborgs kommun,Guldheden,60.0,2.0,3325.0,4250000.0,20 april 2022,0.0,70833.0,Lägenhet,
Fjärde Långgatan 43,Göteborgs kommun,Linné,59.0,3.0,2998.0,3900000.0,20 april 2022,8.0,66102.0,Lägenhet,
Chalmersgatan 17A,Göteborgs kommun,Lorensberg - Vasastaden,107.0,3.0,4298.0,8375000.0,20 april 2022,8.0,78271.0,Lägenhet,
